

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Mozambique",144,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,0.6785,"","",""
"Mozambique",144,"SDG 6.4.2. Water Stress",4550,1990,0.7194,"K","",""
"Mozambique",144,"SDG 6.4.2. Water Stress",4550,2001,1.051,"K","",""
"Mozambique",144,"SDG 6.4.2. Water Stress",4550,2015,1.751,"K","",""
"Myanmar",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,2.42,"I","",""
"Myanmar",28,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,2.845,"I","",""
"Myanmar",28,"SDG 6.4.2. Water Stress",4550,1987,4.932,"K","",""
"Myanmar",28,"SDG 6.4.2. Water Stress",4550,2000,5.799,"K","",""
"Namibia",147,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,0.308,"","",""
"Namibia",147,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,0.6232,"I","",""
"Namibia",147,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,0.6688,"I","",""
"Namibia",147,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.7063,"I","",""
"Namibia",147,"SDG 6.4.2. Water Stress",4550,1985,0.4279,"K","",""
"Namibia",147,"SDG 6.4.2. Water Stress",4550,1991,0.7601,"K","",""
"Namibia",147,"SDG 6.4.2. Water Stress",4550,1995,0.8157,"K","",""
"Namibia",147,"SDG 6.4.2. Water Stress",4550,2002,0.8616,"K","",""
"Nepal",149,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,4.549,"I","",""
"Nepal",149,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,4.518,"I","",""
"Nepal",149,"SDG 6.4.2. Water Stress",4550,2000,8.369,"K","",""
"Nepal",149,"SDG 6.4.2. Water Stress",4550,2006,8.312,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,10.11,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,10.27,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,8.773,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,7.151,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,9.787,"K","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.02,"I","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,11.78,"I","",""
"Netherlands",150,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,8.779,"I","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,1980,17.46,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,1985,17.75,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,1991,15.16,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,1996,12.35,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,2002,16.91,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,2007,20.77,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,2012,20.35,"K","",""
"Netherlands",150,"SDG 6.4.2. Water Stress",4550,2016,15.17,"K","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,0.367,"","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,0.581,"","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1999,0.9602,"K","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,1.501,"K","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,1.591,"K","",""
"New Zealand",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2014,3.02,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,1980,0.978,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,1985,1.548,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,1999,2.559,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,2006,4.0,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,2010,4.239,"K","",""
"New Zealand",156,"SDG 6.4.2. Water Stress",4550,2014,8.048,"K","",""
"Nicaragua",157,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,0.8432,"I","",""
"Nicaragua",157,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2011,0.9392,"I","",""
"Nicaragua",157,"SDG 6.4.2. Water Stress",4550,2001,2.421,"K","",""
"Nicaragua",157,"SDG 6.4.2. Water Stress",4550,2011,2.696,"K","",""
"Niger",158,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,1.538,"","",""
"Niger",158,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,2.889,"I","",""
"Niger",158,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,5.142,"I","",""
"Niger",158,"SDG 6.4.2. Water Stress",4550,1988,2.133,"K","",""
"Niger",158,"SDG 6.4.2. Water Stress",4550,2005,4.196,"K","",""
"Niger",158,"SDG 6.4.2. Water Stress",4550,2017,7.47,"K","",""
"Nigeria",159,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,1.953,"I","",""
"Nigeria",159,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,3.602,"I","",""
"Nigeria",159,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,4.043,"I","",""
"Nigeria",159,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,4.357,"I","",""
"Nigeria",159,"SDG 6.4.2. Water Stress",4550,1987,4.333,"K","",""
"Nigeria",159,"SDG 6.4.2. Water Stress",4550,2000,7.992,"K","",""
"Nigeria",159,"SDG 6.4.2. Water Stress",4550,2005,8.969,"K","",""
"Nigeria",159,"SDG 6.4.2. Water Stress",4550,2010,9.667,"K","",""
"North Macedonia",154,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,24.3,"","",""
"North Macedonia",154,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,9.894,"K","",""
"North Macedonia",154,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.613,"K","",""
"North Macedonia",154,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,8.18,"K","",""
"North Macedonia",154,"SDG 6.4.2. Water Stress",4550,1996,37.63,"K","",""
"North Macedonia",154,"SDG 6.4.2. Water Stress",4550,2002,15.32,"K","",""
"North Macedonia",154,"SDG 6.4.2. Water Stress",4550,2007,13.34,"K","",""
"North Macedonia",154,"SDG 6.4.2. Water Stress",4550,2017,12.67,"K","",""
"Norway",162,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,0.5089,"I","",""
"Norway",162,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1996,0.6158,"K","",""
"Norway",162,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,0.6104,"K","",""
"Norway",162,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.77,"K","",""
"Norway",162,"SDG 6.4.2. Water Stress",4550,1980,1.521,"K","",""
"Norway",162,"SDG 6.4.2. Water Stress",4550,1996,1.84,"K","",""
"Norway",162,"SDG 6.4.2. Water Stress",4550,2002,1.824,"K","",""
"Norway",162,"SDG 6.4.2. Water Stress",4550,2007,2.301,"K","",""
"Oman",221,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,85.5,"I","",""
"Oman",221,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,92.86,"I","",""
"Oman",221,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2003,84.71,"I","",""
"Oman",221,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,116.7,"I","",""
"Oman",221,"SDG 6.4.2. Water Stress",4550,1991,85.5,"I","",""
"Oman",221,"SDG 6.4.2. Water Stress",4550,2000,92.86,"I","",""
"Oman",221,"SDG 6.4.2. Water Stress",4550,2003,84.71,"I","",""
"Oman",221,"SDG 6.4.2. Water Stress",4550,2013,116.7,"I","",""
"Pakistan",165,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,62.16,"I","",""
"Pakistan",165,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,63.05,"I","",""
"Pakistan",165,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,69.94,"I","",""
"Pakistan",165,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,74.35,"K","",""
"Pakistan",165,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,81.04,"I","",""
"Pakistan",165,"SDG 6.4.2. Water Stress",4550,1975,94.1,"K","",""
"Pakistan",165,"SDG 6.4.2. Water Stress",4550,1991,95.45,"K","",""
"Pakistan",165,"SDG 6.4.2. Water Stress",4550,2000,105.9,"K","",""
"Pakistan",165,"SDG 6.4.2. Water Stress",4550,2008,112.6,"K","",""
"Pakistan",165,"SDG 6.4.2. Water Stress",4550,2017,122.7,"K","",""
"Palestine",299,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,32.14,"I","",""
"Palestine",299,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,48.75,"I","",""
"Palestine",299,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,34.41,"I","",""
"Palestine",299,"SDG 6.4.2. Water Stress",4550,2001,38.37,"K","",""
"Palestine",299,"SDG 6.4.2. Water Stress",4550,2005,58.19,"K","",""
"Palestine",299,"SDG 6.4.2. Water Stress",4550,2017,41.08,"K","",""
"Panama",166,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,0.7444,"","",""
"Panama",166,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,0.8693,"","",""
"Panama",166,"SDG 6.4.2. Water Stress",4550,2010,0.7714,"K","",""
"Panama",166,"SDG 6.4.2. Water Stress",4550,2016,0.9008,"K","",""
"Papua New Guinea",168,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.0339,"K","",""
"Papua New Guinea",168,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.049,"K","",""
"Papua New Guinea",168,"SDG 6.4.2. Water Stress",4550,2000,0.0915,"K","",""
"Papua New Guinea",168,"SDG 6.4.2. Water Stress",4550,2005,0.1322,"K","",""
"Paraguay",169,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.1109,"","",""
"Paraguay",169,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.1264,"I","",""
"Paraguay",169,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,0.6222,"I","",""
"Paraguay",169,"SDG 6.4.2. Water Stress",4550,1987,0.327,"K","",""
"Paraguay",169,"SDG 6.4.2. Water Stress",4550,2000,0.3726,"K","",""
"Paraguay",169,"SDG 6.4.2. Water Stress",4550,2012,1.835,"K","",""
"Peru",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,1.0,"","",""
"Peru",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2008,0.7213,"","",""
"Peru",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,0.8564,"","",""
"Peru",170,"SDG 6.4.2. Water Stress",4550,2008,2.525,"K","",""
"Peru",170,"SDG 6.4.2. Water Stress",4550,2016,2.998,"K","",""
"Philippines",171,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.01,"","",""
"Philippines",171,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,17.59,"","",""
"Philippines",171,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,19.36,"","",""
"Philippines",171,"SDG 6.4.2. Water Stress",4550,2007,24.92,"K","",""
"Philippines",171,"SDG 6.4.2. Water Stress",4550,2012,25.76,"K","",""
"Philippines",171,"SDG 6.4.2. Water Stress",4550,2017,28.36,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,16.71,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,22.36,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,25.01,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,27.12,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,22.12,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,21.14,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,19.37,"K","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,19.87,"I","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,18.96,"I","",""
"Poland",173,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,16.66,"I","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1970,34.99,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1975,46.83,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1980,52.37,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1985,56.8,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1992,46.31,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,1997,44.27,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,2002,40.57,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,2007,41.61,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,2012,39.7,"K","",""
"Poland",173,"SDG 6.4.2. Water Stress",4550,2017,34.89,"K","",""
"Portugal",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1991,11.11,"K","",""
"Portugal",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1998,14.39,"K","",""
"Portugal",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,11.82,"I","",""
"Portugal",174,"SDG 6.4.2. Water Stress",4550,1991,17.28,"K","",""
"Portugal",174,"SDG 6.4.2. Water Stress",4550,1998,22.38,"K","",""
"Portugal",174,"SDG 6.4.2. Water Stress",4550,2007,18.38,"K","",""
"Puerto Rico",177,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,11.23,"","",""
"Puerto Rico",177,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,12.06,"","",""
"Puerto Rico",177,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,14.06,"","",""
"Puerto Rico",177,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2010,14.32,"","",""
"Puerto Rico",177,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2015,12.32,"","",""
"Puerto Rico",177,"SDG 6.4.2. Water Stress",4550,1990,17.81,"K","",""
"Puerto Rico",177,"SDG 6.4.2. Water Stress",4550,2000,19.12,"K","",""
"Puerto Rico",177,"SDG 6.4.2. Water Stress",4550,2005,22.29,"K","",""
"Puerto Rico",177,"SDG 6.4.2. Water Stress",4550,2010,22.71,"K","",""
"Puerto Rico",177,"SDG 6.4.2. Water Stress",4550,2015,19.54,"K","",""
"Qatar",179,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,283.0,"","",""
"Qatar",179,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,277.1,"","",""
"Qatar",179,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,282.6,"I","",""
"Qatar",179,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,360.3,"","",""
"Qatar",179,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,432.4,"","",""
"Qatar",179,"SDG 6.4.2. Water Stress",4550,1975,258.6,"","",""
"Qatar",179,"SDG 6.4.2. Water Stress",4550,1994,277.1,"","",""
"Qatar",179,"SDG 6.4.2. Water Stress",4550,2000,282.6,"I","",""
"Qatar",179,"SDG 6.4.2. Water Stress",4550,2007,360.3,"","",""
"Qatar",179,"SDG 6.4.2. Water Stress",4550,2016,432.4,"","",""
"Republic of Korea",117,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,29.51,"K","",""
"Republic of Korea",117,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,36.5,"K","",""
"Republic of Korea",117,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,41.84,"K","",""
"Republic of Korea",117,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,41.66,"K","",""
"Republic of Korea",117,"SDG 6.4.2. Water Stress",4550,1990,60.04,"K","",""
"Republic of Korea",117,"SDG 6.4.2. Water Stress",4550,1997,74.26,"K","",""
"Republic of Korea",117,"SDG 6.4.2. Water Stress",4550,2002,85.11,"K","",""
"Republic of Korea",117,"SDG 6.4.2. Water Stress",4550,2005,84.76,"K","",""
"Republic of Moldova",146,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,16.0,"I","",""
"Republic of Moldova",146,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,7.058,"I","",""
"Republic of Moldova",146,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,6.96,"I","",""
"Republic of Moldova",146,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,6.927,"I","",""
"Republic of Moldova",146,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,6.846,"I","",""
"Republic of Moldova",146,"SDG 6.4.2. Water Stress",4550,1992,29.15,"K","",""
"Republic of Moldova",146,"SDG 6.4.2. Water Stress",4550,2002,12.86,"K","",""
"Republic of Moldova",146,"SDG 6.4.2. Water Stress",4550,2007,12.68,"K","",""
"Republic of Moldova",146,"SDG 6.4.2. Water Stress",4550,2012,12.62,"K","",""
"Republic of Moldova",146,"SDG 6.4.2. Water Stress",4550,2017,12.47,"K","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1970,4.524,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,6.792,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1980,8.868,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1985,9.67,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1990,9.627,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,5.877,"I","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,4.35,"K","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.247,"K","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,3.058,"K","",""
"Romania",183,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.195,"I","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1970,8.979,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1975,13.48,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1980,17.6,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1985,19.19,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1990,19.11,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,1997,11.67,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,2002,8.635,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,2007,6.446,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,2012,6.069,"K","",""
"Romania",183,"SDG 6.4.2. Water Stress",4550,2017,6.342,"K","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,2.201,"I","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1994,1.704,"I","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2001,1.463,"I","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,1.531,"I","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.414,"I","",""
"Russian Federation",185,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.423,"I","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,1992,6.336,"K","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,1994,4.905,"K","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,2001,4.211,"K","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,2005,4.408,"K","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,2012,4.071,"K","",""
"Russian Federation",185,"SDG 6.4.2. Water Stress",4550,2017,4.097,"K","",""
"Rwanda",184,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,1.128,"I","",""
"Rwanda",184,"SDG 6.4.2. Water Stress",4550,2000,4.967,"K","",""
"Saint Kitts and Nevis",188,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,51.25,"I","",""
"Saint Kitts and Nevis",188,"SDG 6.4.2. Water Stress",4550,2012,51.25,"I","",""
"Saint Lucia",189,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.3,"I","",""
"Saint Lucia",189,"SDG 6.4.2. Water Stress",4550,2007,14.3,"I","",""
"Saint Vincent and the Grenadines",191,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1995,10.0,"I","",""
"Saint Vincent and the Grenadines",191,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2013,7.9,"I","",""
"Saint Vincent and the Grenadines",191,"SDG 6.4.2. Water Stress",4550,1995,10.0,"I","",""
"Saint Vincent and the Grenadines",191,"SDG 6.4.2. Water Stress",4550,2013,7.9,"I","",""
"Sao Tome and Principe",193,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1993,0.3211,"","",""
"Sao Tome and Principe",193,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2016,1.876,"","",""
"Sao Tome and Principe",193,"SDG 6.4.2. Water Stress",4550,1993,0.3211,"","",""
"Sao Tome and Principe",193,"SDG 6.4.2. Water Stress",4550,2016,1.876,"","",""
"Saudi Arabia",194,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1992,671.7,"I","",""
"Saudi Arabia",194,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2006,943.3,"K","",""
"Saudi Arabia",194,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,797.5,"I","",""
"Saudi Arabia",194,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,883.3,"I","",""
"Saudi Arabia",194,"SDG 6.4.2. Water Stress",4550,1992,671.7,"I","",""
"Saudi Arabia",194,"SDG 6.4.2. Water Stress",4550,2006,943.3,"K","",""
"Saudi Arabia",194,"SDG 6.4.2. Water Stress",4550,2012,797.5,"I","",""
"Saudi Arabia",194,"SDG 6.4.2. Water Stress",4550,2017,883.3,"I","",""
"Senegal",195,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,3.49,"I","",""
"Senegal",195,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,5.699,"I","",""
"Senegal",195,"SDG 6.4.2. Water Stress",4550,1987,7.23,"K","",""
"Senegal",195,"SDG 6.4.2. Water Stress",4550,2002,11.81,"K","",""
"Serbia",272,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.44,"K","",""
"Serbia",272,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.715,"K","",""
"Serbia",272,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,3.315,"K","",""
"Serbia",272,"SDG 6.4.2. Water Stress",4550,2007,4.461,"K","",""
"Serbia",272,"SDG 6.4.2. Water Stress",4550,2012,4.962,"K","",""
"Serbia",272,"SDG 6.4.2. Water Stress",4550,2017,6.06,"K","",""
"Sierra Leone",197,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1987,0.2313,"I","",""
"Sierra Leone",197,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2000,0.1181,"I","",""
"Sierra Leone",197,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2005,0.1326,"I","",""
"Sierra Leone",197,"SDG 6.4.2. Water Stress",4550,1987,0.8645,"K","",""
"Sierra Leone",197,"SDG 6.4.2. Water Stress",4550,2000,0.4414,"K","",""
"Sierra Leone",197,"SDG 6.4.2. Water Stress",4550,2005,0.4958,"K","",""
"Singapore",200,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1975,31.67,"","",""
"Singapore",200,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,83.22,"","",""
"Singapore",200,"SDG 6.4.2. Water Stress",4550,1975,31.67,"","",""
"Singapore",200,"SDG 6.4.2. Water Stress",4550,2017,83.22,"","",""
"Slovakia",199,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,1997,2.615,"K","",""
"Slovakia",199,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.184,"K","",""
"Slovakia",199,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.373,"K","",""
"Slovakia",199,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,1.328,"K","",""
"Slovakia",199,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,1.11,"I","",""
"Slovakia",199,"SDG 6.4.2. Water Stress",4550,1997,5.637,"K","",""
"Slovakia",199,"SDG 6.4.2. Water Stress",4550,2002,4.707,"K","",""
"Slovakia",199,"SDG 6.4.2. Water Stress",4550,2007,2.96,"K","",""
"Slovakia",199,"SDG 6.4.2. Water Stress",4550,2012,2.863,"K","",""
"Slovakia",199,"SDG 6.4.2. Water Stress",4550,2017,2.394,"K","",""
"Slovenia",198,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2002,2.821,"K","",""
"Slovenia",198,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.933,"K","",""
"Slovenia",198,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2012,2.912,"K","",""
"Slovenia",198,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2017,2.922,"I","",""
"Slovenia",198,"SDG 6.4.2. Water Stress",4550,2002,6.08,"K","",""
"Slovenia",198,"SDG 6.4.2. Water Stress",4550,2007,6.321,"K","",""
"Slovenia",198,"SDG 6.4.2. Water Stress",4550,2012,6.275,"K","",""
"Slovenia",198,"SDG 6.4.2. Water Stress",4550,2017,6.297,"K","",""
